%
% Comments go after a '%' sign.
%
%
% Relation: Exoplanets Candidates Kepler
%
%
% Attributes: 39     Instances: 956
%
%

@relation Exoplanets Candidates Kepler

@attribute 'DispositionScore' numeric
@attribute 'OrbitalPeriod[days' numeric
@attribute 'OrbitalPeriodUpperUnc.[days' numeric
@attribute 'OrbitalPeriodLowerUnc.[days' numeric
@attribute 'TransitEpoch[BKJD' numeric
@attribute 'TransitEpochUpperUnc.[BKJD' numeric
@attribute 'TransitEpochLowerUnc.[BKJD' numeric
@attribute 'ImpactParamete' numeric
@attribute 'ImpactParameterUpperUnc' numeric
@attribute 'ImpactParameterLowerUnc' numeric
@attribute 'TransitDuration[hrs' numeric
@attribute 'TransitDurationUpperUnc.[hrs' numeric
@attribute 'TransitDurationLowerUnc.[hrs' numeric
@attribute 'TransitDepth[ppm' numeric
@attribute 'TransitDepthUpperUnc.[ppm' numeric
@attribute 'TransitDepthLowerUnc.[ppm' numeric
@attribute 'PlanetaryRadius[Earthradii' numeric
@attribute 'PlanetaryRadiusUpperUnc.[Earthradii' numeric
@attribute 'PlanetaryRadiusLowerUnc.[Earthradii' numeric
@attribute 'EquilibriumTemperature[K' numeric
@attribute 'InsolationFlux[Earthflux' numeric
@attribute 'InsolationFluxUpperUnc.[Earthflux' numeric
@attribute 'InsolationFluxLowerUnc.[Earthflux' numeric
@attribute 'TransitSignal-to-Nois' numeric
@attribute 'TCEPlanetNumbe' numeric
@attribute 'StellarEffectiveTemperature[K' numeric
@attribute 'StellarEffectiveTemperatureUpperUnc.[K' numeric
@attribute 'StellarEffectiveTemperatureLowerUnc.[K' numeric
@attribute 'StellarSurfaceGravity[log10(cm/s**2)' numeric
@attribute 'StellarSurfaceGravityUpperUnc.[log10(cm/s**2)' numeric
@attribute 'StellarSurfaceGravityLowerUnc.[log10(cm/s**2)' numeric
@attribute 'StellarRadius[Solarradii' numeric
@attribute 'StellarRadiusUpperUnc.[Solarradii' numeric
@attribute 'StellarRadiusLowerUnc.[Solarradii' numeric
@attribute 'RA[decimaldegrees' numeric
@attribute 'Dec[decimaldegrees' numeric
@attribute 'Kepler-band[mag]' numeric
@attribute 'ExoplanetCandidate' numeric
@attribute 'ExoplanetConfirmed' numeric

@data
1.0,7.794302043,1.96e-06,-1.96e-06,137.260385,0.0002,-0.0002,1.06,0.39,-0.116,1.1081,0.0148,-0.0148,3390.0,28.3,-28.3,16.51,2.16,-1.76,882.0,142.82,50.79,-34.85,159.2,1.0,5494.0,82.0,-73.0,4.405,0.11,-0.09,0.982,0.128,-0.105,285.26859,48.560009,12.394,1,2
0.0,131.7363049,1.52e-05,-1.52e-05,194.5833896,9.17e-05,-9.17e-05,0.871,0.015,-0.013,5.28476,0.00877,-0.00877,58400.0,71.7,-71.7,54.38,33.2,-27.2,413.0,6.89,13.48,-5.34,1241.0,1.0,5102.0,169.0,-138.0,3.962,0.591,-0.318,1.669,1.019,-0.834,289.53009,47.626221,13.395,0,0
0.0,22.67314568,6.68e-06,-6.68e-06,138.145641,0.00022,-0.00022,0.605,0.007,-0.001,6.6324,0.0145,-0.0145,65400.0,86.6,-86.6,30.92,8.9,-7.3,684.0,51.67,43.71,-24.63,912.0,1.0,5619.0,152.0,-152.0,4.269,0.225,-0.184,1.153,0.332,-0.272,281.0105,44.15377,14.274,0,0
1.0,12.7143635,0.000111,-0.000111,134.79818,0.00946,-0.00946,0.071,0.391,-0.071,3.101,0.268,-0.268,525.0,60.9,-60.9,2.2,0.71,-0.24,785.0,89.81,88.13,-28.62,9.9,1.0,5947.0,184.0,-226.0,4.481,0.054,-0.216,0.962,0.312,-0.104,294.444,46.335972,16.154,1,1
0.0,122.906853,0.00316,-0.00316,195.9104,0.0217,-0.0217,0.974,0.063,-0.682,15.97,1.4,-1.4,820.0,47.3,-47.3,3.55,1.01,-0.33,338.0,3.08,2.7,-0.84,19.9,1.0,5692.0,186.0,-169.0,4.547,0.036,-0.192,0.866,0.246,-0.082,296.49731,40.765629,15.593,0,0
0.994,10.30067919,9.16e-05,-9.16e-05,142.74251,0.00693,-0.00693,0.004,0.452,-0.004,4.885,0.207,-0.207,272.0,17.2,-17.2,2.2,0.37,-0.38,1015.0,251.55,120.62,-91.38,16.4,3.0,6157.0,123.0,-123.0,4.224,0.149,-0.108,1.33,0.225,-0.225,292.47971,38.514919,15.319,1,2
0.0,3.74782314,1.11e-05,-1.11e-05,171.66634,0.00236,-0.00236,1.202,3.25,-0.086,5.133,0.114,-0.114,423.0,9.1,-9.1,25.59,8.27,-2.74,1253.0,583.52,565.23,-181.73,53.8,1.0,6161.0,184.0,-221.0,4.454,0.054,-0.216,1.053,0.34,-0.113,291.02252,50.259109,14.763,0,0
0.0,3.74788208,5.38e-05,-5.38e-05,134.1709,0.0132,-0.0132,0.09,0.377,-0.09,4.183,0.274,-0.274,153.0,13.1,-13.1,0.94,0.18,-0.07,979.0,216.97,129.08,-53.72,13.6,1.0,5340.0,175.0,-159.0,4.593,0.03,-0.12,0.777,0.143,-0.061,290.96017,50.284679,15.527,0,0
0.952,2.15888911,1.56e-05,-1.56e-05,131.97752,0.0063,-0.0063,0.224,0.25,-0.224,1.791,0.205,-0.205,102.0,12.4,-12.4,0.72,0.1,-0.07,1130.0,384.49,175.63,-95.37,9.9,1.0,5269.0,142.0,-142.0,4.627,0.036,-0.084,0.713,0.103,-0.06,286.33069,43.267929,15.377,1,1
0.742,14.43348326,8.22e-05,-8.22e-05,143.60783,0.00492,-0.00492,1.185,67.19,-0.221,2.663,0.242,-0.242,527.0,43.3,-43.3,16.25,1.76,-1.18,558.0,22.91,8.4,-5.48,14.8,1.0,4915.0,133.0,-148.0,4.627,0.027,-0.063,0.702,0.076,-0.051,290.82437,45.355019,15.323,1,1
1.0,20.35971899,5.48e-05,-5.48e-05,134.29123,0.00218,-0.00218,0.925,0.005,-0.693,2.1521,0.0621,-0.0621,346.0,15.2,-15.2,0.8,0.12,-0.16,276.0,1.38,0.58,-0.58,26.8,1.0,3419.0,67.0,-76.0,4.904,0.084,-0.052,0.344,0.051,-0.07,289.27451,44.470322,13.393,1,2
0.0,6.399101307,5.4e-06,-5.4e-06,134.702264,0.000689,-0.000689,1.039,0.189,-0.122,4.7439,0.0391,-0.0391,83300.0,661.0,-661.0,51.77,17.9,-5.61,1042.0,279.38,285.34,-84.02,154.4,1.0,6233.0,175.0,-197.0,4.472,0.056,-0.224,0.988,0.341,-0.107,283.0733,41.53867,14.798,0,0
0.0,13.26255423,7.13e-05,-7.13e-05,136.29135,0.00446,-0.00446,0.943,0.015,-0.654,4.65,0.213,-0.213,916.0,32.4,-32.4,3.55,1.09,-0.36,766.0,81.56,75.73,-24.51,31.4,1.0,5973.0,189.0,-210.0,4.506,0.052,-0.208,0.935,0.285,-0.095,299.34885,40.621319,15.38,0,0
0.475,309.89103,0.0163,-0.0163,259.0588,0.0403,-0.0403,0.569,0.001,-0.482,16.4,1.5,-1.5,321.0,36.9,-36.9,2.15,0.73,-0.24,314.0,2.3,2.21,-0.72,10.7,1.0,6450.0,153.0,-211.0,4.386,0.065,-0.208,1.155,0.389,-0.13,293.17212,42.483238,14.706,1,1
0.0,137.8645881,0.000305,-0.000305,172.8113,0.00172,-0.00172,1.265,35.19,-1.367,1.922,0.108,-0.108,2360.0,106.0,-106.0,15.9,1.41,-2.16,170.0,0.2,0.05,-0.07,28.2,1.0,3645.0,72.0,-90.0,4.797,0.071,-0.038,0.449,0.04,-0.061,296.87683,41.080582,14.645,0,0
1.0,10.10404351,1.04e-05,-1.04e-05,132.892841,0.000867,-0.000867,0.951,0.023,-0.676,1.0022,0.0559,-0.0559,1320.0,54.8,-54.8,4.05,0.91,-0.39,752.0,75.32,50.39,-20.17,39.5,1.0,5530.0,149.0,-149.0,4.541,0.05,-0.15,0.831,0.187,-0.08,291.88907,39.361771,14.031,1,1
1.0,12.82993461,1.6e-05,-1.6e-05,169.944919,0.000997,-0.000997,0.594,0.003,-0.488,2.942,0.047,-0.047,1420.0,21.2,-21.2,3.31,0.82,-0.28,734.0,68.41,50.48,-16.83,79.6,1.0,5862.0,158.0,-158.0,4.555,0.04,-0.16,0.844,0.211,-0.07,301.14789,44.104542,14.406,1,1
1.0,19.0689513,0.000344,-0.000344,145.7515,0.0159,-0.0159,0.98,0.049,-0.782,12.462,0.913,-0.913,169.0,9.6,-9.6,1.63,0.45,-0.24,627.0,36.63,30.27,-13.06,19.1,1.0,5418.0,159.0,-159.0,4.436,0.133,-0.247,0.889,0.245,-0.132,298.82062,43.909859,14.371,1,1
0.0,2.756536015,1.34e-06,-1.34e-06,133.025652,0.000403,-0.000403,1.239,6.23,-0.147,1.5908,0.0229,-0.0229,3590.0,38.5,-38.5,57.46,12.8,-23.9,1580.0,1472.73,1006.97,-1020.86,100.1,1.0,5496.0,164.0,-147.0,4.02,0.42,-0.14,1.669,0.373,-0.693,296.57791,39.111519,13.485,0,0
0.0,38.47674409,1.46e-06,-1.46e-06,150.5742128,3.1e-05,-3.1e-05,0.458,0.005,0.0,5.10744,0.00112,-0.00112,173000.0,57.8,-57.8,33.8,4.36,-3.94,463.0,10.85,4.72,-3.26,3487.8,1.0,5294.0,159.0,-143.0,4.507,0.095,-0.085,0.79,0.102,-0.092,283.20117,43.888981,14.579,0,0
0.522,66.716453,0.00194,-0.00194,150.0569,0.0244,-0.0244,0.548,0.006,-0.488,3.855,0.912,-0.912,626.0,125.0,-125.0,2.2,0.48,-0.23,402.0,6.18,4.14,-1.83,8.1,1.0,5447.0,164.0,-164.0,4.506,0.074,-0.137,0.859,0.187,-0.093,286.79462,49.347591,15.968,1,1
0.999,5.70940795,1.83e-05,-1.83e-05,137.12208,0.00256,-0.00256,0.751,0.185,-0.542,1.622,0.0844,-0.0844,587.0,34.0,-34.0,1.51,0.13,-0.13,644.0,40.66,12.62,-10.9,20.2,3.0,4402.0,118.0,-144.0,4.682,0.045,-0.036,0.572,0.049,-0.049,285.60254,50.112041,14.265,1,2
0.0,4.618309224,7.6e-06,-7.6e-06,135.85023,0.00142,-0.00142,1.247,10.36,-0.126,3.6752,0.0672,-0.0672,1190.0,20.6,-20.6,25.43,5.08,-2.19,947.0,190.56,118.38,-49.64,68.5,1.0,5452.0,164.0,-164.0,4.572,0.034,-0.136,0.815,0.163,-0.07,296.39835,43.803532,15.757,0,0
0,2.15045295,1.95e-05,-1.95e-05,132.32499,0.00743,-0.00743,0.3604,0.0946,-0.3604,4.453,0.251,-0.251,169.0,9.6,-9.6,24.27,1.79,-1.58,4340.0,83894.63,18855.74,-14885.42,25.8,1.0,4899.0,74.0,-74.0,2.356,0.011,-0.011,18.92,1.4,-1.23,295.29596,40.186569,11.359,0,0
0.0,14.12678065,2.21e-05,-2.21e-05,137.90377,0.0014,-0.0014,1.254,18.78,-0.184,5.9303,0.059,-0.059,7650.0,70.8,-70.8,31.13,8.22,-2.58,670.0,47.56,38.93,-12.57,127.1,1.0,5656.0,186.0,-186.0,4.583,0.04,-0.16,0.784,0.207,-0.065,298.56927,41.00351,15.91,0,0
0.0,1.882438182,8.6e-08,-8.6e-08,132.7396834,3.81e-05,-3.81e-05,0.395,0.007,-0.004,3.50695,0.00119,-0.00119,344000.0,190.0,-190.0,74.77,19.2,-19.2,1818.0,2589.75,1964.74,-1325.08,2051.3,1.0,6322.0,171.0,-190.0,4.211,0.264,-0.176,1.213,0.312,-0.312,285.76071,46.367008,13.68,0,0
0,541.04472,0.0212,-0.0212,372.4781,0.0277,-0.0277,0.2387,0.2201,-0.2387,12.47,1.1,-1.1,182.0,21.9,-21.9,1.08,0.48,-0.07,206.0,0.43,0.56,-0.1,8.8,1.0,5829.0,156.0,-144.0,4.575,0.03,-0.3,0.802,0.354,-0.058,295.59698,44.613892,13.607,1,1
0.992,13.6396648,0.00023,-0.00023,141.7301,0.0117,-0.0117,0.105,0.344,-0.105,5.425,0.3,-0.3,163.0,13.2,-13.2,1.1,0.11,-0.11,717.0,62.6,19.52,-15.52,13.3,3.0,5600.0,112.0,-100.0,4.455,0.102,-0.077,0.872,0.088,-0.088,284.67728,44.79768,15.204,1,2
1.0,3.340218842,3.18e-06,-3.18e-06,171.979062,0.00075,-0.00075,0.466,0.002,-0.437,1.9104,0.0318,-0.0318,1630.0,26.6,-26.6,2.03,0.13,-0.17,656.0,43.73,9.67,-9.92,71.6,1.0,3950.0,70.0,-86.0,4.754,0.042,-0.031,0.493,0.033,-0.04,286.07913,39.27832,15.954,1,2
1.0,16.54967098,4.38e-05,-4.38e-05,171.69398,0.00208,-0.00208,0.88,0.051,-0.622,4.3808,0.0856,-0.0856,745.0,17.0,-17.0,2.95,0.63,-0.41,656.0,43.72,28.48,-15.12,46.8,1.0,5372.0,160.0,-160.0,4.434,0.112,-0.154,0.916,0.194,-0.129,280.64136,47.751942,14.68,1,2
0.0,0.885131111,5.63e-06,-5.63e-06,131.8742,0.00568,-0.00568,0.715,0.024,-0.536,3.377,0.21,-0.21,93.2,5.0,-5.0,0.9,0.27,-0.09,1818.0,2579.83,2285.43,-707.36,23.4,1.0,5904.0,159.0,-177.0,4.543,0.036,-0.204,0.867,0.262,-0.082,298.86102,43.417679,14.549,0,0
0.935,33.8845825,0.000386,-0.000386,159.98819,0.00848,-0.00848,0.961,0.031,-0.684,6.538,0.191,-0.191,224.0,14.1,-14.1,1.74,0.4,-0.24,533.0,19.13,13.04,-6.28,17.2,3.0,5607.0,152.0,-152.0,4.447,0.112,-0.168,0.886,0.203,-0.119,285.34583,45.367779,14.447,1,2
1.0,11.37936986,2.42e-05,-2.42e-05,133.84992,0.00183,-0.00183,0.911,0.009,-0.656,2.6255,0.073,-0.073,1020.0,29.7,-29.7,3.95,0.57,-0.31,806.0,99.68,38.38,-19.39,37.9,2.0,5714.0,77.0,-77.0,4.428,0.063,-0.117,1.015,0.148,-0.079,295.81616,51.121738,15.367,1,2
1.0,10.8484518,1.63e-05,-1.63e-05,171.80584,0.00122,-0.00122,0.21,0.217,-0.21,2.9993,0.0431,-0.0431,1680.0,28.8,-28.8,2.34,0.44,-0.43,499.0,14.66,22.69,-8.24,64.5,1.0,4201.0,676.0,-416.0,4.682,0.088,-0.072,0.591,0.109,-0.109,295.57935,44.545959,15.058,1,2
1.0,35.5969684,0.000113,-0.000113,187.52765,0.00254,-0.00254,0.895,0.035,-0.612,6.691,0.215,-0.215,685.0,14.8,-14.8,3.72,0.64,-0.43,646.0,41.06,19.66,-11.68,52.5,1.0,6212.0,111.0,-136.0,4.309,0.095,-0.116,1.209,0.21,-0.14,293.92972,41.602871,12.351,1,1
0.0,20.35509657,1.79e-06,-1.79e-06,175.3437299,6.81e-05,-6.81e-05,0.503,0.005,-0.005,5.33265,0.00637,-0.00637,25100.0,16.9,-16.9,17.53,5.44,-2.33,720.0,63.6,59.38,-22.32,1703.2,1.0,6081.0,184.0,-220.0,4.404,0.072,-0.217,1.077,0.334,-0.143,290.42538,41.139149,14.557,0,0
1.0,20.4998763,0.000172,-0.000172,131.82068,0.00664,-0.00664,0.943,0.0,-0.7,6.501,0.142,-0.142,438.0,22.8,-22.8,2.8,0.92,-0.31,731.0,67.67,65.55,-21.1,21.1,1.0,6249.0,174.0,-217.0,4.428,0.067,-0.202,1.076,0.353,-0.118,290.32651,43.12183,15.442,1,2
1.0,6.26404774,2.81e-05,-2.81e-05,132.82928,0.00337,-0.00337,0.232,0.211,-0.232,2.39,0.106,-0.106,379.0,21.7,-21.7,1.55,0.14,-0.16,809.0,101.27,33.38,-29.31,20.1,1.0,5032.0,151.0,-151.0,4.511,0.077,-0.056,0.817,0.071,-0.085,284.83841,42.070431,15.329,1,2
0.0,4.18236124,1.98e-06,-1.98e-06,134.053289,0.000588,-0.000588,0.809,0.012,-0.016,6.70175,0.00298,-0.00298,194000.0,87.0,-87.0,69.37,21.8,-11.7,1303.0,680.56,651.21,-279.32,2666.0,1.0,6188.0,197.0,-240.0,4.314,0.132,-0.198,1.166,0.366,-0.197,285.10342,41.112469,14.74,0,0
0.911,2.27050106,1.16e-05,-1.16e-05,133.54216,0.00416,-0.00416,0.473,0.465,-0.262,1.903,0.111,-0.111,107.0,7.6,-7.6,0.55,0.03,-0.03,903.0,157.05,38.78,-36.72,15.9,1.0,4671.0,139.0,-153.0,4.721,0.048,-0.028,0.528,0.028,-0.034,298.41931,45.071442,14.363,1,1
0.0,24.70361995,1.17e-05,-1.17e-05,136.13429,0.000348,-0.000348,0.206,0.031,-0.032,6.9719,0.0238,-0.0238,218000.0,1160.0,-1160.0,30.13,3.89,-2.09,464.0,10.99,4.79,-2.46,268.7,1.0,5030.0,151.0,-136.0,4.665,0.028,-0.077,0.65,0.084,-0.045,287.18448,43.367088,15.517,0,0
0.0,0.790049989,8.35e-06,-8.35e-06,132.11148,0.00886,-0.00886,0.185,0.287,-0.185,2.794,0.308,-0.308,70.8,7.0,-7.0,0.67,0.13,-0.06,1724.0,2082.67,1190.0,-580.89,12.3,1.0,5427.0,162.0,-162.0,4.53,0.063,-0.117,0.808,0.147,-0.079,292.53809,41.206612,15.53,0,0
0.977,46.151253,0.000375,-0.000375,147.81245,0.00816,-0.00816,0.688,0.26,-0.486,5.346,0.211,-0.211,649.0,43.5,-43.5,2.08,0.28,-0.23,423.0,7.59,3.55,-2.27,17.1,1.0,5204.0,168.0,-153.0,4.525,0.095,-0.104,0.769,0.105,-0.086,294.8418,39.91888,15.266,1,1
1.0,8.870415578,9.02e-06,-9.02e-06,137.481093,0.000869,-0.000869,1.206,70.61,-0.033,1.2864,0.0514,-0.0514,873.0,25.8,-25.8,39.46,11.1,-16.7,1151.0,414.26,360.89,-292.07,43.8,1.0,6022.0,200.0,-181.0,4.027,0.434,-0.186,1.514,0.426,-0.64,290.14914,50.239178,13.579,0,0
0.0,8.59000355,8.86e-05,-8.86e-05,131.97492,0.00766,-0.00766,0.909,0.028,-0.622,6.68,0.219,-0.219,298.0,17.9,-17.9,1.82,0.52,-0.18,843.0,119.26,101.2,-33.02,18.9,1.0,5817.0,155.0,-172.0,4.538,0.048,-0.192,0.876,0.254,-0.085,298.75491,46.941589,15.408,0,0
1.0,22.687155,2.65e-05,-2.65e-05,148.455435,0.000968,-0.000968,0.023,0.363,-0.023,5.4921,0.0355,-0.0355,960.0,8.1,-8.1,3.2,0.21,-0.21,653.0,42.95,9.78,-8.01,122.8,3.0,5657.0,113.0,-101.0,4.364,0.055,-0.045,1.046,0.068,-0.068,297.11511,41.909142,13.709,1,2
0.002,1.41435861,1.44e-05,-1.44e-05,132.69838,0.00846,-0.00846,0.189,0.296,-0.189,2.285,0.262,-0.262,56.8,7.3,-7.3,0.74,0.25,-0.13,1578.0,1458.2,1479.9,-594.53,9.5,1.0,5470.0,164.0,-164.0,4.366,0.168,-0.231,0.994,0.336,-0.181,294.94873,45.210251,14.842,0,0
0,327.063,0.0167,-0.0167,438.3693,0.0299,-0.0299,0.3983,0.0519,-0.3983,8.06,1.8,-1.8,1010.0,181.0,-181.0,2.82,1.06,-0.22,248.0,0.89,1.0,-0.22,8.8,1.0,5750.0,166.0,-177.0,4.538,0.028,-0.273,0.882,0.331,-0.068,295.62579,39.824638,15.941,1,1
0.0,5.888835386,3.15e-06,-3.15e-06,173.582863,0.000427,-0.000427,6.217,25.53,-0.92,3.7988,0.0217,-0.0217,19500.0,108.0,-108.0,584.67,0.0,0.0,1008.0,243.87,0.0,0.0,208.2,1.0,5780.0,0,0,4.438,0,0,1.0,0,0,290.20993,45.251904,12.97,0,0
0.0,0.779615874,6.99e-06,-6.99e-06,131.68006,0.00869,-0.00869,0.699,0.012,-0.53,3.932,0.277,-0.277,81.5,4.7,-4.7,0.83,0.25,-0.07,1847.0,2735.51,2400.41,-685.67,22.0,1.0,5764.0,156.0,-173.0,4.548,0.037,-0.2,0.863,0.258,-0.069,296.73291,43.864319,15.292,0,0
0.0,0.866344816,1.6e-06,-1.6e-06,132.06358,0.00163,-0.00163,0.318,0.135,-0.318,1.9188,0.0547,-0.0547,234.0,6.0,-6.0,6.85,1.52,-0.16,3569.0,38575.44,24242.58,-3799.76,46.5,1.0,4936.0,109.0,-69.0,3.055,0.028,-0.031,4.527,1.003,-0.106,296.13901,39.579632,12.945,0,0
1.0,28.59914031,5.49e-05,-5.49e-05,189.92667,0.00157,-0.00157,0.009,0.374,-0.009,3.6567,0.0556,-0.0556,1590.0,33.9,-33.9,1.83,0.16,-0.21,298.0,1.87,0.52,-0.53,53.8,1.0,3755.0,75.0,-84.0,4.781,0.063,-0.031,0.461,0.04,-0.053,291.86285,46.42926,15.19,1,2
0.0,14.49839316,1.35e-05,-1.35e-05,182.679596,0.000744,-0.000744,0.91,0.005,-0.007,3.7343,0.0549,-0.0549,3270.0,35.4,-35.4,5.16,0.79,-0.42,607.0,32.22,15.94,-8.16,125.6,1.0,5268.0,158.0,-158.0,4.602,0.039,-0.084,0.735,0.112,-0.06,294.121,47.408791,15.684,0,0
0.0,0.962835804,6.77e-07,-6.77e-07,132.198475,0.000603,-0.000603,0.836,0.004,-0.005,4.9844,0.0455,-0.0455,14300.0,94.8,-94.8,458.02,179.0,-120.0,7100.0,602806.92,743581.97,-307798.22,209.2,1.0,3982.0,145.0,-108.0,1.464,0.286,-0.234,32.244,12.618,-8.412,297.69974,40.641468,10.82,0,0
0.0,0.805267592,4.45e-06,-4.45e-06,132.09128,0.0054,-0.0054,0.082,0.411,-0.082,0.887,0.29,-0.29,147.0,22.9,-22.9,1.35,0.41,-0.17,2165.0,5216.79,4688.98,-1822.99,9.8,1.0,6268.0,174.0,-261.0,4.429,0.052,-0.195,1.1,0.335,-0.134,290.13007,41.5998,15.881,0,0
0.0,5.24364571,6.17e-05,-6.17e-05,132.7242,0.0113,-0.0113,1.201,0.96,-0.001,16.984,0.418,-0.418,270.0,6.9,-6.9,25.01,8.05,-3.46,1149.0,411.58,403.62,-150.61,45.6,1.0,6197.0,197.0,-240.0,4.406,0.087,-0.203,1.056,0.34,-0.146,291.85898,41.728489,15.163,0,0
0,185.53285,0.0158,-0.0158,310.2503,0.0531,-0.0531,1.2682,0.4287,-0.2705,31.46,1.8,-1.8,877.0,53.5,-53.5,28.39,9.82,-2.22,302.0,1.96,1.98,-0.48,19.9,0,5817.0,158.0,-170.0,4.544,0.028,-0.255,0.87,0.301,-0.068,289.61908,41.927189,15.692,0,0
1.0,12.55111099,3.53e-05,-3.53e-05,137.26226,0.0023,-0.0023,0.519,0.047,-0.433,3.1293,0.0729,-0.0729,494.0,16.4,-16.4,1.34,0.07,-0.06,480.0,12.56,2.38,-2.07,33.2,1.0,4213.0,84.0,-84.0,4.669,0.024,-0.022,0.598,0.029,-0.029,292.28607,40.913589,14.731,1,2
0,376.24253,0.014,-0.014,392.8316,0.0286,-0.0286,0.328,0.1504,-0.3279,4.064,0.949,-0.949,186.0,36.2,-36.2,1.32,0.51,-0.14,254.0,0.99,1.12,-0.28,6.3,1.0,5916.0,153.0,-167.0,4.463,0.06,-0.275,0.96,0.374,-0.099,286.63068,46.843369,13.772,1,1
1.0,5.40426917,1.18e-05,-1.18e-05,172.18553,0.00173,-0.00173,0.229,0.224,-0.229,2.5315,0.06,-0.06,861.0,23.0,-23.0,2.85,0.89,-0.3,1073.0,312.93,289.85,-91.85,40.5,1.0,6122.0,169.0,-190.0,4.487,0.052,-0.208,0.964,0.303,-0.101,290.84906,48.416012,14.697,1,2
0.969,54.4183827,0.000248,-0.000248,162.51384,0.00352,-0.00352,0.586,0.059,-0.443,4.507,0.116,-0.116,875.0,35.5,-35.5,2.83,0.32,-0.19,443.0,9.11,2.87,-1.62,25.8,2.0,5455.0,81.0,-81.0,4.467,0.064,-0.096,0.927,0.105,-0.061,291.93423,48.141651,15.347,1,2
0.999,9.011888,0.00162,-0.00162,138.658,0.248,-0.248,0.948,0.012,-0.65,4.167,0.265,-0.265,988.0,77.1,-77.1,7.04,1.58,-2.93,1105.0,351.97,248.8,-245.97,15.5,1.0,5627.0,186.0,-169.0,4.002,0.413,-0.138,1.735,0.389,-0.723,299.19171,45.34354,14.321,1,1
0.0,1.174683069,1.12e-06,-1.12e-06,131.835254,0.000777,-0.000777,0.98,0.025,-0.008,2.5167,0.066,-0.066,356.0,6.1,-6.1,3.06,0.91,-0.57,1901.0,3076.92,2791.17,-1294.25,87.5,1.0,5974.0,181.0,-199.0,4.332,0.132,-0.198,1.143,0.344,-0.212,296.99066,40.075298,14.009,0,0
0.0,0.537110149,8.79e-07,-8.79e-07,131.55982,0.0017,-0.0017,1.106,0.583,0.0,1.7976,0.0728,-0.0728,92.0,2.8,-2.8,32.19,6.94,-11.3,3195.0,24545.75,16695.42,-15475.21,41.1,1.0,5395.0,176.0,-176.0,3.739,0.26,-0.14,2.537,0.547,-0.889,291.69067,41.332878,13.078,0,0
1.0,25.4805211,0.000476,-0.000476,145.4404,0.0129,-0.0129,0.186,0.277,-0.186,10.701,0.376,-0.376,159.0,10.5,-10.5,1.25,0.39,-0.13,659.0,44.67,39.53,-13.27,17.7,1.0,6250.0,150.0,-206.0,4.472,0.052,-0.208,0.986,0.305,-0.102,294.96277,43.671661,13.181,0,0
0.406,0.870693883,8.31e-07,-8.31e-07,132.083949,0.000781,-0.000781,0.832,0.06,-0.594,1.2137,0.0273,-0.0273,439.0,9.4,-9.4,2.09,0.62,-0.21,1876.0,2923.54,2539.45,-842.54,55.6,1.0,5985.0,160.0,-195.0,4.519,0.052,-0.208,0.883,0.262,-0.087,298.13391,40.530289,14.996,0,0
0.791,33.502923,0.00104,-0.00104,158.6469,0.0282,-0.0282,0.756,0.2,-0.516,11.947,0.709,-0.709,70.9,6.2,-6.2,1.08,0.3,-0.25,645.0,40.79,34.15,-19.55,12.5,2.0,5999.0,163.0,-181.0,4.263,0.22,-0.18,1.177,0.335,-0.274,286.77313,39.277531,13.219,1,1
0.0,0.784512952,1.61e-06,-1.61e-06,355.57263,0.00144,-0.00144,1.234,1.001,-0.174,2.4623,0.0765,-0.0765,586.0,15.8,-15.8,25.48,7.44,-2.48,1952.0,3432.93,3055.16,-1042.53,44.4,1.0,5997.0,189.0,-231.0,4.522,0.05,-0.2,0.904,0.264,-0.088,299.556,40.456551,15.59,0,0
1.0,6.51003001,1.32e-05,-1.32e-05,172.91588,0.00154,-0.00154,0.023,0.419,-0.023,3.3095,0.0516,-0.0516,603.0,14.0,-14.0,2.78,0.75,-0.5,1017.0,253.24,200.88,-102.53,48.1,1.0,5638.0,154.0,-171.0,4.327,0.149,-0.182,1.153,0.31,-0.207,282.11133,42.3545,14.825,1,2
1.0,186.4361811,0.000489,-0.000489,146.91825,0.00207,-0.00207,0.921,0.024,-0.014,5.774,0.157,-0.157,4350.0,114.0,-114.0,11.32,1.8,-3.35,353.0,3.66,1.55,-1.93,66.5,1.0,5393.0,80.0,-64.0,4.132,0.28,-0.12,1.37,0.218,-0.405,290.12857,40.021832,15.402,1,1
0.0,80.7060641,6.15e-05,-6.15e-05,139.436835,0.000628,-0.000628,0.956,0.045,-0.028,6.8899,0.0512,-0.0512,11900.0,62.0,-62.0,15.47,4.75,-1.58,428.0,7.96,7.14,-2.34,268.1,1.0,6053.0,162.0,-198.0,4.494,0.052,-0.208,0.949,0.291,-0.097,287.96375,46.306911,15.395,0,0
0.975,0.935115863,2.63e-06,-2.63e-06,132.20193,0.00243,-0.00243,0.243,0.224,-0.243,1.6172,0.0785,-0.0785,64.8,3.7,-3.7,1.05,0.16,-0.17,2124.0,4811.82,2013.65,-1592.53,21.6,1.0,5874.0,79.0,-79.0,4.252,0.137,-0.112,1.297,0.207,-0.207,284.04233,41.699139,13.615,1,2
